state,pumano,hhid,serialno,pnum,sex,race,age
35,500,2627,2010000000000,1,2,2,2
35,500,2633,2010000000000,2,2,1,2
35,500,2633,2010000000000,3,2,1,1
35,500,2633,2010000000000,1,1,1,2
35,500,2638,2010000000000,3,1,2,1
35,500,2638,2010000000000,2,2,2,2
35,500,2638,2010000000000,1,1,2,2
35,500,2640,2010000000000,7,1,2,2
35,500,2640,2010000000000,6,2,2,1
35,500,2640,2010000000000,1,1,2,2
35,500,2640,2010000000000,2,2,2,2
35,500,2640,2010000000000,3,2,2,2
35,500,2640,2010000000000,4,2,2,1
35,500,2640,2010000000000,5,2,2,1
35,500,2642,2010000000000,3,1,1,1
35,500,2642,2010000000000,4,1,1,3
35,500,2642,2010000000000,2,2,1,2
35,500,2642,2010000000000,1,1,1,2
35,500,2642,2010000000000,5,2,1,3
35,500,2643,2010000000000,2,2,1,2
35,500,2643,2010000000000,1,1,1,3
35,500,2650,2010000000000,2,1,3,2
35,500,2650,2010000000000,1,2,3,2
35,500,2654,2010000000000,2,2,1,3
35,500,2654,2010000000000,1,1,1,3
35,500,2656,2010000000000,1,1,2,2
35,500,2656,2010000000000,2,2,2,2
35,500,2656,2010000000000,5,1,2,1
35,500,2656,2010000000000,4,2,2,1
35,500,2656,2010000000000,3,2,2,2
35,500,2661,2010000000000,1,2,3,2
35,500,2662,2010000000000,1,2,1,2
35,500,2663,2010000000000,4,2,1,1
35,500,2663,2010000000000,3,2,1,1
35,500,2663,2010000000000,2,1,1,2
35,500,2663,2010000000000,1,2,1,2
35,500,2665,2010000000000,1,2,1,2
35,500,2668,2010000000000,2,2,2,2
35,500,2668,2010000000000,1,1,1,2
35,500,2669,2010000000000,3,2,1,1
35,500,2669,2010000000000,2,2,1,2
35,500,2669,2010000000000,1,1,1,2
35,500,2673,2010000000000,1,1,1,2
35,500,2677,2010000000000,2,2,1,2
35,500,2677,2010000000000,3,2,1,1
35,500,2677,2010000000000,1,1,1,2
35,500,2677,2010000000000,4,2,1,1
35,500,2678,2010000000000,1,2,1,2
35,500,2679,2010000000000,2,2,1,3
35,500,2679,2010000000000,1,1,1,3
35,500,2686,2010000000000,1,2,1,2
35,500,2698,2010000000000,8,2,3,1
35,500,2698,2010000000000,9,2,3,2
35,500,2698,2010000000000,2,1,3,1
35,500,2698,2010000000000,6,1,3,2
35,500,2698,2010000000000,1,2,3,2
35,500,2698,2010000000000,7,1,3,2
35,500,2698,2010000000000,3,2,3,1
35,500,2698,2010000000000,4,1,3,1
35,500,2698,2010000000000,5,1,3,2
35,500,2700,2010000000000,2,2,1,2
35,500,2700,2010000000000,3,2,2,1
35,500,2700,2010000000000,1,1,2,2
35,500,2701,2010000000000,2,2,2,3
35,500,2701,2010000000000,3,1,3,3
35,500,2701,2010000000000,1,1,2,2
35,500,2708,2010000000000,4,2,2,1
35,500,2708,2010000000000,2,2,2,2
35,500,2708,2010000000000,1,1,1,2
35,500,2708,2010000000000,3,2,2,1
35,500,2712,2010000000000,1,2,1,3
35,500,2714,2010000000000,1,1,1,3
35,500,2717,2010000000000,1,2,2,3
35,500,2731,2010000000000,1,1,1,2
35,500,2731,2010000000000,2,2,1,2
35,500,2732,2010000000000,2,1,2,2
35,500,2732,2010000000000,1,2,2,2
35,500,2737,2010000000000,1,1,1,2
35,500,2737,2010000000000,2,2,1,2
35,500,2744,2010000000000,3,2,2,2
35,500,2744,2010000000000,2,1,2,2
35,500,2744,2010000000000,1,2,2,3
35,500,2745,2010000000000,3,1,1,2
35,500,2745,2010000000000,2,1,1,2
35,500,2745,2010000000000,1,2,1,2
35,500,2748,2010000000000,1,2,2,2
35,500,2750,2010000000000,1,1,2,2
35,500,2751,2010000000000,2,2,1,3
35,500,2751,2010000000000,1,1,1,3
35,500,2752,2010000000000,1,1,2,2
35,500,2755,2010000000000,2,2,1,2
35,500,2755,2010000000000,1,1,1,2
35,500,2756,2010000000000,2,2,2,2
35,500,2756,2010000000000,1,1,2,2
35,500,2760,2010000000000,1,1,3,2
35,500,2760,2010000000000,2,2,2,2
35,500,2781,2010000000000,1,2,2,3
35,500,2782,2010000000000,1,2,1,3
35,500,2783,2010000000000,1,1,1,3
35,500,2790,2010000000000,2,2,3,2
35,500,2790,2010000000000,3,2,3,2
35,500,2790,2010000000000,1,1,3,2
35,500,2791,2010000000000,1,2,2,2
35,500,2791,2010000000000,2,2,1,2
35,500,2796,2010000000000,4,2,1,1
35,500,2796,2010000000000,3,1,1,1
35,500,2796,2010000000000,1,1,1,2
35,500,2796,2010000000000,2,2,1,2
35,500,2798,2010000000000,4,2,2,1
35,500,2798,2010000000000,1,1,2,3
35,500,2798,2010000000000,2,2,2,2
35,500,2798,2010000000000,3,2,2,1
35,500,2801,2010000000000,4,2,2,1
35,500,2801,2010000000000,3,1,2,1
35,500,2801,2010000000000,2,1,2,2
35,500,2801,2010000000000,1,2,2,2
35,500,2802,2010000000000,1,1,2,2
35,500,2810,2010000000000,1,1,2,2
35,500,2813,2010000000000,4,2,1,1
35,500,2813,2010000000000,2,2,1,2
35,500,2813,2010000000000,3,1,1,1
35,500,2813,2010000000000,1,1,1,2
35,500,2815,2010000000000,2,1,2,1
35,500,2815,2010000000000,1,1,2,2
35,500,2815,2010000000000,3,2,2,1
35,500,2816,2010000000000,2,1,3,2
35,500,2816,2010000000000,1,1,3,2
35,500,2816,2010000000000,3,2,3,2
35,500,2816,2010000000000,6,2,3,3
35,500,2816,2010000000000,4,2,3,2
35,500,2816,2010000000000,5,1,3,1
35,500,2817,2010000000000,1,2,1,2
35,500,2821,2010000000000,4,2,2,1
35,500,2821,2010000000000,3,2,2,1
35,500,2821,2010000000000,2,2,2,2
35,500,2821,2010000000000,1,1,2,2
35,500,2826,2010000000000,1,1,2,2
35,500,2837,2010000000000,2,2,3,2
35,500,2837,2010000000000,3,1,3,2
35,500,2837,2010000000000,4,1,3,1
35,500,2837,2010000000000,1,1,3,2
35,500,2840,2010000000000,2,2,1,2
35,500,2840,2010000000000,1,1,1,2
35,500,2841,2010000000000,1,2,2,2
35,500,2841,2010000000000,2,2,2,1
35,500,2843,2010000000000,2,1,1,3
35,500,2843,2010000000000,1,2,1,2
35,500,2845,2010000000000,1,1,2,2
35,500,2852,2010000000000,1,2,1,2
35,500,2852,2010000000000,3,1,2,1
35,500,2852,2010000000000,2,1,2,2
35,500,2853,2010000000000,1,1,2,2
35,500,2854,2010000000000,5,1,2,1
35,500,2854,2010000000000,4,1,2,1
35,500,2854,2010000000000,3,1,2,2
35,500,2854,2010000000000,1,2,2,2
35,500,2854,2010000000000,2,1,2,2
35,500,2862,2010000000000,1,1,2,2
35,500,2862,2010000000000,4,1,2,2
35,500,2862,2010000000000,3,1,2,2
35,500,2862,2010000000000,2,2,2,2
35,500,2867,2010000000000,3,1,1,1
35,500,2867,2010000000000,4,2,1,1
35,500,2867,2010000000000,1,1,1,2
35,500,2867,2010000000000,2,1,1,1
35,500,2874,2010000000000,2,2,1,3
35,500,2874,2010000000000,1,1,1,3
35,500,2876,2010000000000,4,2,2,1
35,500,2876,2010000000000,3,1,2,1
35,500,2876,2010000000000,2,2,2,2
35,500,2876,2010000000000,1,2,1,2
35,500,2879,2010000000000,1,2,1,2
35,500,2879,2010000000000,2,1,1,2
35,500,2879,2010000000000,3,2,3,3
35,500,2886,2010000000000,2,2,2,2
35,500,2886,2010000000000,1,2,2,2
35,500,2886,2010000000000,3,1,2,1
35,500,2887,2010000000000,1,1,1,2
35,500,2887,2010000000000,2,2,2,2
35,500,2887,2010000000000,4,2,1,2
35,500,2887,2010000000000,3,1,2,1
35,500,2896,2010000000000,1,1,1,2
35,500,2896,2010000000000,2,2,2,2
35,500,2896,2010000000000,3,1,1,1
35,500,2898,2010000000000,1,1,1,2
35,500,2898,2010000000000,2,2,1,2
35,500,2899,2010000000000,9,2,3,1
35,500,2899,2010000000000,10,2,3,2
35,500,2899,2010000000000,7,1,3,1
35,500,2899,2010000000000,6,2,3,2
35,500,2899,2010000000000,5,2,3,2
35,500,2899,2010000000000,4,1,3,2
35,500,2899,2010000000000,3,2,3,1
35,500,2899,2010000000000,2,2,3,1
35,500,2899,2010000000000,1,2,3,2
35,500,2899,2010000000000,8,1,3,1
35,500,2899,2010000000000,11,1,3,1
35,500,2900,2010000000000,1,2,2,3
35,500,2902,2010000000000,3,1,2,1
35,500,2902,2010000000000,2,1,2,2
35,500,2902,2010000000000,1,2,2,2
35,500,2904,2010000000000,3,2,2,2
35,500,2904,2010000000000,2,1,1,1
35,500,2904,2010000000000,1,1,1,2
35,500,2907,2010000000000,2,1,2,1
35,500,2907,2010000000000,4,1,2,2
35,500,2907,2010000000000,3,2,2,1
35,500,2907,2010000000000,1,2,2,2
35,500,2909,2010000000000,1,2,3,2
35,500,2909,2010000000000,2,1,3,2
35,500,2909,2010000000000,3,2,3,2
35,500,2909,2010000000000,4,2,3,2
35,500,2909,2010000000000,5,2,3,2
35,500,2909,2010000000000,6,1,3,1
35,500,2909,2010000000000,7,1,3,1
35,500,2909,2010000000000,8,2,3,1
35,500,2909,2010000000000,9,2,3,1
35,500,2912,2010000000000,3,2,1,2
35,500,2912,2010000000000,2,2,1,2
35,500,2912,2010000000000,1,1,1,2
35,500,2912,2010000000000,4,1,1,2
35,500,2916,2010000000000,1,2,1,2
35,500,2916,2010000000000,2,1,1,2
35,500,2917,2010000000000,2,2,2,2
35,500,2917,2010000000000,1,1,2,2
35,500,2917,2010000000000,3,2,2,1
35,500,2917,2010000000000,4,1,2,1
35,500,2924,2010000000000,1,2,1,2
35,500,2931,2010000000000,2,2,2,2
35,500,2931,2010000000000,1,1,1,2
35,500,2931,2010000000000,3,2,2,1
35,500,2933,2010000000000,2,1,1,2
35,500,2933,2010000000000,1,2,1,2
35,500,2939,2010000000000,1,1,1,2
35,500,2944,2010000000000,1,2,1,3
35,500,2945,2010000000000,1,2,1,2
35,500,2945,2010000000000,2,1,1,3
35,500,2976,2010000000000,1,1,3,2
35,500,2976,2010000000000,2,2,3,3
35,500,2980,2010000000000,4,1,1,1
35,500,2980,2010000000000,1,1,1,2
35,500,2980,2010000000000,2,2,1,2
35,500,2980,2010000000000,3,1,1,1
35,500,2980,2010000000000,5,1,1,1
35,500,2980,2010000000000,6,2,3,2
35,500,2983,2010000000000,1,2,1,3
35,500,2985,2010000000000,2,2,1,2
35,500,2985,2010000000000,1,1,1,2
35,500,2985,2010000000000,3,1,1,1
35,500,2987,2010000000000,5,1,2,1
35,500,2987,2010000000000,3,1,2,2
35,500,2987,2010000000000,2,2,2,2
35,500,2987,2010000000000,1,1,1,2
35,500,2987,2010000000000,4,2,2,2
35,500,2989,2010000000000,1,1,3,3
35,500,2989,2010000000000,5,1,3,1
35,500,2989,2010000000000,4,1,3,2
35,500,2989,2010000000000,3,1,3,2
35,500,2989,2010000000000,2,2,3,3
35,500,2991,2010000000000,1,2,1,3
35,500,2991,2010000000000,2,1,1,3
35,500,3008,2010000000000,2,2,1,2
35,500,3008,2010000000000,1,1,1,2
35,500,3010,2010000000000,4,2,2,1
35,500,3010,2010000000000,2,2,2,2
35,500,3010,2010000000000,1,1,2,2
35,500,3010,2010000000000,3,1,2,1
35,500,3013,2010000000000,1,1,2,2
35,500,3013,2010000000000,2,2,2,2
35,500,3016,2010000000000,1,2,2,2
35,500,3016,2010000000000,2,2,2,2
35,500,3016,2010000000000,3,1,2,1
35,500,3016,2010000000000,4,2,2,1
35,500,3019,2010000000000,1,1,2,2
35,500,3019,2010000000000,3,1,2,1
35,500,3019,2010000000000,2,2,2,1
35,500,3023,2010000000000,1,1,1,3
35,500,3024,2010000000000,1,1,1,2
35,500,3024,2010000000000,3,1,3,1
35,500,3024,2010000000000,2,2,3,2
35,500,3028,2010000000000,2,1,1,2
35,500,3028,2010000000000,1,2,3,2
35,500,3034,2010000000000,1,2,3,2
35,500,3034,2010000000000,3,2,2,1
35,500,3034,2010000000000,4,2,3,1
35,500,3034,2010000000000,2,1,2,1
35,500,3038,2010000000000,2,2,2,2
35,500,3038,2010000000000,1,1,1,2
35,500,3043,2010000000000,1,1,2,2
35,500,3043,2010000000000,2,2,2,2
35,500,3043,2010000000000,3,1,2,1
35,500,3044,2010000000000,3,1,1,2
35,500,3044,2010000000000,2,1,1,3
35,500,3044,2010000000000,1,2,1,2
35,500,3044,2010000000000,4,2,3,1
35,500,3046,2010000000000,2,1,1,2
35,500,3046,2010000000000,1,2,1,2
35,500,3047,2010000000000,1,1,2,2
35,500,3047,2010000000000,3,2,2,2
35,500,3047,2010000000000,2,1,2,1
35,500,3050,2010000000000,1,1,2,2
35,500,3050,2010000000000,2,2,2,2
35,500,3050,2010000000000,3,2,1,1
35,500,3055,2010000000000,3,1,2,1
35,500,3055,2010000000000,2,1,2,3
35,500,3055,2010000000000,1,2,2,2
35,500,3059,2010000000000,2,1,2,2
35,500,3059,2010000000000,1,2,2,2
35,500,3060,2010000000000,5,1,2,1
35,500,3060,2010000000000,1,2,2,2
35,500,3060,2010000000000,2,1,2,2
35,500,3060,2010000000000,3,2,2,1
35,500,3060,2010000000000,4,2,2,1
35,500,3062,2010000000000,1,1,1,2
35,500,3066,2010000000000,3,1,2,2
35,500,3066,2010000000000,2,1,2,2
35,500,3066,2010000000000,1,2,2,2
35,500,3067,2010000000000,1,1,1,3
35,500,3072,2010000000000,2,1,2,2
35,500,3072,2010000000000,1,2,1,2
35,500,3074,2010000000000,1,1,1,2
35,500,3074,2010000000000,2,2,1,2
35,500,3074,2010000000000,3,1,1,2
35,500,3078,2010000000000,1,1,2,2
35,500,3078,2010000000000,2,2,1,2
35,500,3078,2010000000000,3,2,2,2
35,500,3079,2010000000000,1,2,2,2
35,500,3079,2010000000000,4,2,2,1
35,500,3079,2010000000000,3,2,2,1
35,500,3079,2010000000000,2,1,1,2
35,500,3096,2010000000000,1,1,2,2
35,500,3098,2010000000000,2,1,1,2
35,500,3098,2010000000000,1,2,1,2
35,500,3101,2010000000000,2,2,1,3
35,500,3101,2010000000000,1,2,1,2
35,500,3104,2010000000000,2,1,1,2
35,500,3104,2010000000000,1,2,1,2
35,500,3104,2010000000000,4,2,1,1
35,500,3104,2010000000000,3,1,1,1
35,500,3108,2010000000000,3,2,1,2
35,500,3108,2010000000000,2,1,1,2
35,500,3108,2010000000000,1,2,1,3
35,500,3116,2010000000000,3,2,2,2
35,500,3116,2010000000000,2,2,2,2
35,500,3116,2010000000000,5,2,2,1
35,500,3116,2010000000000,1,1,2,2
35,500,3116,2010000000000,4,1,2,1
35,500,3117,2010000000000,3,1,1,2
35,500,3117,2010000000000,2,2,1,3
35,500,3117,2010000000000,1,1,1,3
35,500,3117,2010000000000,4,2,1,1
35,500,3117,2010000000000,5,1,1,1
35,500,3119,2010000000000,2,2,2,2
35,500,3119,2010000000000,1,2,2,2
35,500,3119,2010000000000,5,1,2,2
35,500,3119,2010000000000,4,2,2,1
35,500,3119,2010000000000,3,1,2,2
35,500,3120,2010000000000,2,2,2,3
35,500,3120,2010000000000,1,1,2,3
35,500,3121,2010000000000,1,1,1,2
35,500,3121,2010000000000,4,1,1,2
35,500,3121,2010000000000,3,1,1,2
35,500,3121,2010000000000,2,2,1,2
35,500,3129,2010000000000,2,2,1,2
35,500,3129,2010000000000,1,1,2,2
35,500,3129,2010000000000,3,2,2,2
35,500,3136,2010000000000,1,1,2,2
35,500,3136,2010000000000,2,2,2,2
35,500,3137,2010000000000,3,1,2,1
35,500,3137,2010000000000,2,1,2,1
35,500,3137,2010000000000,1,1,2,2
35,500,3137,2010000000000,4,2,2,1
35,500,3144,2010000000000,3,2,2,2
35,500,3144,2010000000000,2,2,2,1
35,500,3144,2010000000000,1,1,2,2
35,500,3149,2010000000000,1,2,2,2
35,500,3154,2010000000000,1,1,1,3
35,500,3154,2010000000000,2,2,1,3
35,500,3159,2010000000000,8,2,3,2
35,500,3159,2010000000000,7,2,3,2
35,500,3159,2010000000000,6,1,3,2
35,500,3159,2010000000000,5,2,3,2
35,500,3159,2010000000000,4,1,3,1
35,500,3159,2010000000000,3,1,3,1
35,500,3159,2010000000000,9,1,3,1
35,500,3159,2010000000000,10,2,3,1
35,500,3159,2010000000000,11,2,3,1
35,500,3159,2010000000000,12,2,3,1
35,500,3159,2010000000000,13,1,3,1
35,500,3159,2010000000000,2,2,3,1
35,500,3159,2010000000000,1,2,3,2
35,500,3160,2010000000000,1,2,1,2
35,500,3166,2010000000000,1,1,1,2
35,500,3166,2010000000000,4,2,1,1
35,500,3166,2010000000000,3,1,1,2
35,500,3166,2010000000000,2,2,1,2
35,500,3171,2010000000000,1,2,2,2
35,500,3171,2010000000000,2,1,2,3
35,500,3173,2010000000000,1,1,1,2
35,500,3174,2010000000000,3,1,2,2
35,500,3174,2010000000000,2,2,2,2
35,500,3174,2010000000000,1,1,2,2
35,500,3177,2010000000000,1,2,1,2
35,500,3177,2010000000000,2,1,1,3
35,500,3190,2010000000000,2,1,1,2
35,500,3190,2010000000000,1,2,1,2
35,500,3194,2010000000000,2,2,2,2
35,500,3194,2010000000000,1,1,1,2
35,500,3195,2010000000000,1,2,1,3
35,500,3195,2010000000000,2,1,1,3
35,500,3196,2010000000000,1,1,2,3
35,500,3198,2010000000000,3,1,1,2
35,500,3198,2010000000000,2,2,1,2
35,500,3198,2010000000000,1,1,1,2
35,500,3201,2010000000000,1,1,1,3
35,500,3201,2010000000000,2,1,1,2
35,500,3223,2010000000000,2,2,1,2
35,500,3223,2010000000000,3,1,1,2
35,500,3223,2010000000000,1,1,1,2
35,500,3228,2010000000000,1,2,2,3
35,500,3228,2010000000000,2,1,2,2
35,500,3232,2010000000000,2,1,2,2
35,500,3232,2010000000000,1,2,2,2
35,500,3234,2010000000000,1,1,2,2
35,500,3234,2010000000000,2,1,1,2
35,500,3236,2010000000000,4,2,2,1
35,500,3236,2010000000000,3,1,2,1
35,500,3236,2010000000000,2,2,2,2
35,500,3236,2010000000000,1,1,2,2
35,500,3237,2010000000000,1,2,1,2
35,500,3237,2010000000000,2,1,1,3
35,500,3245,2010000000000,1,1,3,2
35,500,3245,2010000000000,2,2,3,2
35,500,3246,2010000000000,1,1,3,2
35,500,3251,2010000000000,1,2,1,2
35,500,3251,2010000000000,2,1,1,3
35,500,3251,2010000000000,3,1,1,2
35,500,3262,2010000000000,1,2,2,3
35,500,3266,2010000000000,4,1,2,1
35,500,3266,2010000000000,1,1,2,2
35,500,3266,2010000000000,2,2,2,2
35,500,3266,2010000000000,3,2,2,1
35,500,3266,2010000000000,5,2,2,3
35,500,3268,2010000000000,4,1,3,1
35,500,3268,2010000000000,3,1,3,1
35,500,3268,2010000000000,2,2,3,1
35,500,3268,2010000000000,1,2,3,2
35,500,3268,2010000000000,5,1,3,2
35,500,3271,2010000000000,2,1,1,3
35,500,3271,2010000000000,1,2,1,3
35,500,3281,2010000000000,1,2,3,2
35,500,3281,2010000000000,2,1,3,3
35,500,3293,2010000000000,1,1,1,2
35,500,3293,2010000000000,2,2,2,2
35,500,3305,2010000000000,1,1,1,2
35,500,3308,2010000000000,1,1,3,2
35,500,3308,2010000000000,2,2,3,2
35,500,3313,2010000000000,5,2,3,2
35,500,3313,2010000000000,4,1,3,1
35,500,3313,2010000000000,1,2,3,3
35,500,3313,2010000000000,2,1,3,2
35,500,3313,2010000000000,3,2,3,1
35,500,3315,2010000000000,2,1,2,2
35,500,3315,2010000000000,1,2,2,3
35,500,3315,2010000000000,3,1,2,2
35,500,3320,2010000000000,1,2,1,2
35,500,3321,2010000000000,1,2,2,3
35,500,3322,2010000000000,3,2,3,2
35,500,3322,2010000000000,2,2,3,1
35,500,3322,2010000000000,1,2,3,2
35,500,3324,2010000000000,1,2,1,2
35,500,3324,2010000000000,3,1,1,2
35,500,3324,2010000000000,4,1,1,2
35,500,3324,2010000000000,5,1,1,1
35,500,3324,2010000000000,2,1,1,2
35,500,3327,2010000000000,1,2,1,3
35,500,3327,2010000000000,3,2,1,1
35,500,3327,2010000000000,2,2,1,2
35,500,3330,2010000000000,2,2,2,3
35,500,3330,2010000000000,1,1,1,3
35,500,3332,2010000000000,2,1,3,2
35,500,3332,2010000000000,1,2,3,3
35,500,3334,2010000000000,1,1,1,2
35,500,3334,2010000000000,2,2,3,2
35,500,3336,2010000000000,2,2,1,2
35,500,3336,2010000000000,1,1,1,3
35,500,3339,2010000000000,3,2,2,1
35,500,3339,2010000000000,1,2,2,2
35,500,3339,2010000000000,2,1,2,2
35,500,3347,2010000000000,1,2,1,2
35,500,3349,2010000000000,4,1,1,2
35,500,3349,2010000000000,2,2,1,2
35,500,3349,2010000000000,1,1,1,2
35,500,3349,2010000000000,3,1,1,1
35,500,3353,2010000000000,3,1,3,1
35,500,3353,2010000000000,2,2,3,2
35,500,3353,2010000000000,4,2,3,1
35,500,3353,2010000000000,5,2,3,1
35,500,3353,2010000000000,1,2,3,2
35,500,3357,2010000000000,2,2,2,2
35,500,3357,2010000000000,1,1,2,2
35,500,3357,2010000000000,3,1,2,1
35,500,3361,2010000000000,2,2,1,1
35,500,3361,2010000000000,1,2,1,2
35,500,3368,2010000000000,2,2,1,2
35,500,3368,2010000000000,1,1,1,2
35,500,3372,2010000000000,3,1,3,2
35,500,3372,2010000000000,2,1,1,1
35,500,3372,2010000000000,1,2,1,2
35,500,3382,2010000000000,4,1,3,1
35,500,3382,2010000000000,5,2,3,1
35,500,3382,2010000000000,6,1,3,1
35,500,3382,2010000000000,3,1,3,1
35,500,3382,2010000000000,2,2,3,2
35,500,3382,2010000000000,1,1,3,2
35,500,3383,2010000000000,1,1,1,2
35,500,3386,2010000000000,4,2,1,1
35,500,3386,2010000000000,5,2,1,1
35,500,3386,2010000000000,3,2,1,1
35,500,3386,2010000000000,2,1,1,2
35,500,3386,2010000000000,1,2,1,2
35,500,3391,2010000000000,2,1,1,2
35,500,3391,2010000000000,1,2,1,2
35,500,3393,2010000000000,4,2,1,2
35,500,3393,2010000000000,1,1,3,2
35,500,3393,2010000000000,2,2,1,2
35,500,3393,2010000000000,3,2,1,3
35,500,3395,2010000000000,6,2,2,1
35,500,3395,2010000000000,5,2,2,1
35,500,3395,2010000000000,3,2,2,1
35,500,3395,2010000000000,4,1,2,1
35,500,3395,2010000000000,2,2,2,2
35,500,3395,2010000000000,1,1,2,2
35,500,3397,2010000000000,1,2,1,2
35,500,3397,2010000000000,2,1,1,2
35,500,3402,2010000000000,3,1,2,1
35,500,3402,2010000000000,4,2,2,1
35,500,3402,2010000000000,1,1,2,2
35,500,3402,2010000000000,2,2,2,2
35,500,3412,2010000000000,1,2,1,3
35,500,3412,2010000000000,3,2,1,2
35,500,3412,2010000000000,2,1,1,3
35,500,3418,2010000000000,2,1,2,2
35,500,3418,2010000000000,1,2,2,2
35,500,3418,2010000000000,3,1,2,2
35,500,3419,2010000000000,4,1,2,1
35,500,3419,2010000000000,2,2,2,1
35,500,3419,2010000000000,3,1,2,1
35,500,3419,2010000000000,1,2,2,2
35,500,3421,2010000000000,1,2,3,2
35,500,3421,2010000000000,2,2,3,2
35,500,3423,2010000000000,2,1,2,2
35,500,3423,2010000000000,3,2,2,1
35,500,3423,2010000000000,5,2,2,1
35,500,3423,2010000000000,4,1,2,1
35,500,3423,2010000000000,1,2,2,2
35,500,3423,2010000000000,6,2,2,1
35,500,3424,2010000000000,3,2,1,1
35,500,3424,2010000000000,2,2,1,2
35,500,3424,2010000000000,1,1,1,2
35,500,3424,2010000000000,4,2,1,1
35,500,3426,2010000000000,2,2,2,3
35,500,3426,2010000000000,1,1,2,2
35,500,3428,2010000000000,2,2,3,2
35,500,3428,2010000000000,3,1,3,1
35,500,3428,2010000000000,1,1,2,2
35,500,3428,2010000000000,4,1,3,1
35,500,3429,2010000000000,1,1,3,2
35,500,3430,2010000000000,1,2,2,3
35,500,3430,2010000000000,2,1,2,3
35,500,3433,2010000000000,1,2,1,2
35,500,3436,2010000000000,1,1,2,2
35,500,3436,2010000000000,2,2,2,2
35,500,3436,2010000000000,4,2,2,1
35,500,3436,2010000000000,3,1,2,1
35,500,3437,2010000000000,1,1,1,3
35,500,3437,2010000000000,2,2,2,3
35,500,3439,2010000000000,1,2,1,2
35,500,3441,2010000000000,2,1,1,2
35,500,3441,2010000000000,1,2,1,2
35,500,3441,2010000000000,3,1,1,2
35,500,3443,2010000000000,2,2,2,2
35,500,3443,2010000000000,1,1,2,2
35,500,3444,2010000000000,6,1,2,2
35,500,3444,2010000000000,5,1,2,2
35,500,3444,2010000000000,3,1,2,1
35,500,3444,2010000000000,2,2,2,2
35,500,3444,2010000000000,1,1,2,2
35,500,3444,2010000000000,4,1,2,1
35,500,3447,2010000000000,1,1,2,2
35,500,3447,2010000000000,2,1,2,1
35,500,3450,2010000000000,8,1,3,2
35,500,3450,2010000000000,7,1,3,1
35,500,3450,2010000000000,6,1,3,1
35,500,3450,2010000000000,5,1,3,1
35,500,3450,2010000000000,4,2,3,1
35,500,3450,2010000000000,3,2,3,1
35,500,3450,2010000000000,2,1,3,2
35,500,3450,2010000000000,1,2,3,2
35,500,3451,2010000000000,1,1,1,2
35,500,3451,2010000000000,2,2,1,2
35,500,3468,2010000000000,1,1,1,2
35,500,3468,2010000000000,2,2,1,2
35,500,3470,2010000000000,4,1,1,1
35,500,3470,2010000000000,3,2,1,1
35,500,3470,2010000000000,2,1,1,2
35,500,3470,2010000000000,1,2,1,2
35,500,3473,2010000000000,1,1,3,2
35,500,3473,2010000000000,2,2,3,2
35,500,3473,2010000000000,3,1,3,1
35,500,3473,2010000000000,4,2,3,1
35,500,3473,2010000000000,5,2,3,1
35,500,3474,2010000000000,1,1,2,2
35,500,3474,2010000000000,2,2,1,2
35,500,3475,2010000000000,3,1,2,1
35,500,3475,2010000000000,1,2,2,2
35,500,3475,2010000000000,2,1,2,2
35,500,3477,2010000000000,2,1,1,2
35,500,3477,2010000000000,1,2,1,2
35,500,3481,2010000000000,1,1,2,3
35,500,3484,2010000000000,3,2,1,1
35,500,3484,2010000000000,2,2,1,2
35,500,3484,2010000000000,1,1,1,2
35,500,3484,2010000000000,4,2,1,1
35,500,3487,2010000000000,1,1,1,2
35,500,3487,2010000000000,4,1,1,1
35,500,3487,2010000000000,2,2,1,2
35,500,3487,2010000000000,3,2,1,1
35,500,3491,2010000000000,1,2,3,2
35,500,3491,2010000000000,2,1,3,2
35,500,3507,2010000000000,2,1,2,1
35,500,3507,2010000000000,3,1,2,1
35,500,3507,2010000000000,4,2,2,1
35,500,3507,2010000000000,1,2,2,2
35,500,3509,2010000000000,1,1,1,3
35,500,3509,2010000000000,2,2,1,3
35,500,3510,2010000000000,1,1,2,2
35,500,3510,2010000000000,2,1,2,2
35,500,3523,2010000000000,2,1,2,1
35,500,3523,2010000000000,1,1,2,2
35,500,3523,2010000000000,3,2,2,2
35,500,3531,2010000000000,2,1,1,2
35,500,3531,2010000000000,3,2,1,1
35,500,3531,2010000000000,1,2,1,2
35,500,3532,2010000000000,5,2,3,1
35,500,3532,2010000000000,3,2,3,2
35,500,3532,2010000000000,4,2,3,2
35,500,3532,2010000000000,2,1,3,2
35,500,3532,2010000000000,1,2,3,2
35,500,3534,2010000000000,4,1,2,1
35,500,3534,2010000000000,3,1,2,1
35,500,3534,2010000000000,2,1,2,2
35,500,3534,2010000000000,1,2,2,2
35,500,3537,2010000000000,4,1,1,1
35,500,3537,2010000000000,3,2,1,2
35,500,3537,2010000000000,2,1,1,2
35,500,3537,2010000000000,1,2,1,2
35,500,3540,2010000000000,3,2,2,1
35,500,3540,2010000000000,2,2,1,1
35,500,3540,2010000000000,1,2,1,2
35,500,3546,2010000000000,2,1,1,2
35,500,3546,2010000000000,1,2,1,2
35,500,3551,2010000000000,3,1,2,2
35,500,3551,2010000000000,2,1,2,3
35,500,3551,2010000000000,1,2,2,3
